Weight,Word
72,PLEASANTVILLE
72,OAK RIDGE
72,PACIFIC
72,CALUMET CITY
72,COMMERCE CITY
72,NASHUA
72,CENTEREACH
72,HILO
72,VACAVILLE
72,QUINCY
72,COPPELL
72,CORNELIUS
72,WADSWORTH
72,PUTNAM
72,COPIAGUE
72,MONTCLAIR
72,CARSON CITY
72,NORWOOD
72,KEY WEST
72,BROOKLYN PARK
72,PORT CHESTER
72,LA VERGNE
72,MYERSVILLE
72,MONTPELIER
72,OROVILLE
72,FAIRMONT
72,NAPOLEON
72,LEHI
72,CRANBERRY TOWNSHIP
72,WALKER
72,CELINA
72,PHENIX CITY
72,ADRIAN
72,DANVILLE
72,SCOTT CITY
72,VAN WERT
72,DAVIS
72,RIFLE
72,CUMBERLAND
72,MIRAMAR BEACH
72,MONTEZUMA
72,WOONSOCKET
72,LOVES PARK
72,WEXFORD
72,HARAHAN
72,MOONACHIE
72,SHAFTER
72,PALM DESERT
72,JOHNSTOWN
72,MANDEVILLE
72,MUSKEGO
72,CATONSVILLE
72,PROVIDENCE FORGE
72,ARTESIA
72,FLEETWOOD
72,ROCKLEDGE
72,SEMINOLE
72,DEDHAM
72,OREGON CITY
72,ALSIP
72,HALLANDALE
72,HUMBOLDT
72,NORTH BEND
72,IRWINDALE
72,HIGHLAND PARK
72,EL RENO
72,PARADISE VALLEY
72,KANKAKEE
72,FLOURTOWN
72,BROOKSHIRE
72,TRACY
72,BRONXVILLE
72,SANTA CLARITA
72,TIPP CITY
72,WAUWATOSA
72,SOUTH YARMOUTH
72,MONROEVILLE
72,BELLE VERNON
72,VESTAVIA HILLS
72,FAIRPORT
72,PARK CITY
72,DYERSBURG
72,GENEVA
72,MURRAY
72,LAKE WORTH
72,SAFETY HARBOR
72,GRETNA
72,PANORAMA CITY
72,BROWNSVILLE
72,MASSAPEQUA
72,ROSLYN
72,SANDUSKY
72,LONGWOOD
72,PLANT CITY
72,RIVERVIEW
72,CALABASAS
72,STEAMBOAT SPRINGS
72,PIXLEY
72,SUNRISE
72,HUMMELSTOWN
72,WAXHAW
72,BENTONVILLE
72,CARNEGIE
72,PIPERSVILLE
72,SUMMERFIELD
72,ABBEVILLE
72,MONTOURSVILLE
72,VIDALIA
72,FAIRHAVEN
72,NORTON
72,EAST TROY
72,NOVI
72,BROWNWOOD
72,WHITE BEAR LAKE
72,TURLOCK
72,COLVILLE
72,LYNNWOOD
72,UPPER MARLBORO
72,SAN BERNARDINO
72,PORTERVILLE
72,KYLE
72,MORRISTOWN
72,FOREST HILLS
72,LAKE CHARLES
72,OLATHE
72,GRANDVIEW
72,ALHAMBRA
72,MOSES LAKE
72,CEDAR FALLS
72,DELPHOS
72,CANONSBURG
72,HINGHAM
72,LITITZ
72,CAPE CORAL
72,WATSONVILLE
72,HEARNE
72,ACWORTH
72,CITRUS HEIGHTS
72,BETHLEHEM
72,MORGAN CITY
72,CALVERT CITY
72,BARTLETT
72,MALDEN
72,WEST HOLLYWOOD
72,SHAKOPEE
72,BLUE ISLAND
72,LIGONIER
72,VERONA
72,MILTON
72,WOODSIDE
72,MONSEY
72,BUDD LAKE
72,ORRVILLE
72,SEYMOUR
72,RANDALLSTOWN
72,SOUTH BURLINGTON
72,EASLEY
72,WAUKEGAN
72,CHEVY CHASE
72,ALTADENA
72,BEAUFORT
72,SOUTH ELGIN
72,PIKESVILLE
72,STROUDSBURG
72,HAZARD
72,SOUTH PASADENA
72,WOODBRIDGE
72,WRENTHAM
72,DRACUT
72,MEDFIELD
72,WALLINGFORD
72,SLIDELL
72,DILLSBURG
72,SMITHTOWN
72,MCLEAN
72,TEXARKANA
72,HILLSDALE
72,SHEBOYGAN
72,PALATINE
72,TOWACO
72,NORTH CANTON
72,RUSTON
72,HILLSIDE
72,TOULON
72,ROCHESTER HILLS
72,HOWELL
72,OCEAN CITY
72,RICHLAND HILLS
72,GYPSUM
72,FLORHAM PARK
72,CINNAMINSON
72,HARLINGEN
72,SOUTH CHARLESTON
72,CHAPEL HILL
72,SHERWOOD
72,RENTON
72,MACEDON
72,TARPON SPRINGS
72,FLUSHING
72,MT. PLEASANT
72,DENTON
72,EUREKA
72,LONDON
72,CANAL WINCHESTER
72,INDEPENDENCE
72,NORWELL
72,BROUSSARD
72,REHOBOTH BEACH
72,HYANNIS
72,MAPLE VALLEY
