Link,Title,Author,Rating,Total Views,Average Views,Followers,Favorites,Ratings,Pages,Patreon Link,Patron Count,Earnings
https://www.royalroad.com/fiction/48060/the-hidden-seed-in-hiatus-for-a-rewrite,The Hidden Seed (in Hiatus for a Rewrite),reverof,4.5,3758.0,130.0,22.0,7.0,11.0,240.0,,,
https://www.royalroad.com/fiction/41830/nisteria-chronicles,Nisteria Chronicles,Durmatagno,4.3,3919.0,157.0,22.0,2.0,5.0,236.0,,,
https://www.royalroad.com/fiction/51984/totally-not-a-chosen-hero,Totally Not a Chosen Hero,ConstanTeen,4.375,983.0,164.0,21.0,5.0,4.0,52.0,https://www.patreon.com/ConstanTeenWebStories,18.0,71.57240999999999
https://www.royalroad.com/fiction/54398/the-rise-of-echo-a-moba-gamelit,The Rise of Echo: A MOBA Gamelit,OpheliaCyanide,5.0,2311.0,83.0,21.0,7.0,4.0,261.0,https://www.patreon.com/laurabrisbois,12.0,39.535236
https://www.royalroad.com/fiction/57229/the-overseer-and-his-board-1,The Overseer and his Board #1,whitesculptor,2.333335,2582.0,99.0,21.0,5.0,3.0,101.0,https://www.patreon.com/whitesculptor,7.0,47.71494
https://www.royalroad.com/fiction/55921/the-beginning-of-a-new-era,The Beginning Of A New Era,AgLd,4.0,1081.0,54.0,21.0,8.0,4.0,117.0,https://www.patreon.com/AgLd,1.0,0.681642
https://www.royalroad.com/fiction/52632/marauding-gods,Marauding Gods ,OrenonawaSteevie,3.625,4982.0,111.0,21.0,9.0,8.0,371.0,https://www.patreon.com/Steeviemlg,1.0,9.542988
https://www.royalroad.com/fiction/54342/just-a-game,Just a Game,phoenixofeclipse,4.833335,1590.0,132.0,21.0,2.0,3.0,95.0,https://www.patreon.com/user?u=38041838,0.0,0.0
https://www.royalroad.com/fiction/51299/i-am-a-hungry-ghost,I Am a Hungry Ghost,MatchaMan,4.333335,3270.0,218.0,21.0,6.0,6.0,111.0,https://www.patreon.com/Matchaman,0.0,0.0
https://www.royalroad.com/fiction/30662/death-embraced,Death Embraced ,Oroborozs,4.125,2371.0,182.0,21.0,8.0,4.0,130.0,https://www.patreon.com/Oroborozs,0.0,0.0
https://www.royalroad.com/fiction/53904/fantasy-world,Fantasy World,C.R. Sturgill,4.5,4794.0,86.0,21.0,5.0,3.0,342.0,,,
https://www.royalroad.com/fiction/35521/anax,Anax,Flowering Midnight,4.0,383.0,64.0,21.0,6.0,0.0,52.0,,,
